,CUSTOMER_NUMBER,CUSTOMER_LOCATION,CUSTOMER_DEPARTMENT,CUSTOMER_PROVINCE
2852,16139,1,0,ARIZONA
2853,1984,2,0,ARIZONA
2854,1473,1,0,FLORIDA
2855,889,8,67,MICHIGAN
2856,2871,5,80,ARIZONA
2857,2209,1,73,TEXAS
2858,504,2,0,CALIFORNIA
2859,1529,3,70,CALIFORNIA
2860,1819,12,73,TEXAS
2861,1709,35,23,TEXAS
2862,10249,1,0,CALIFORNIA
2863,2142,5,62,ARIZONA
2864,1934,1,62,ARIZONA
2865,16473,1,0,FLORIDA
2866,2142,6,66,ARIZONA
2867,387,5,61,ARIZONA
2868,930,1,66,CALIFORNIA
2869,1895,1,66,CALIFORNIA
2870,387,17,61,ARIZONA
2871,387,5,66,ARIZONA
2872,1691,11,62,ARIZONA
2873,16087,1,0,ARIZONA
2874,387,9,62,ARIZONA
2875,387,10,62,ARIZONA
2876,387,11,62,ARIZONA
2877,185,1,9,CALIFORNIA
2878,168,4,62,ARIZONA
2879,2620,20,62,ARIZONA
2880,2620,21,62,ARIZONA
2881,1891,2,62,TEXAS
2882,1709,41,62,TEXAS
2883,1775,1,60,CALIFORNIA
2884,8,1,9,TEXAS
2885,2438,6,62,TEXAS
2886,2620,20,62,ARIZONA
2887,2438,12,62,TEXAS
2888,10249,1,0,CALIFORNIA
2889,2061,7,62,TEXAS
2890,387,8,62,ARIZONA
2891,2013,1,62,ARIZONA
2892,10768,1,0,ARIZONA
2893,2142,6,62,ARIZONA
2894,387,35,70,ARIZONA
2895,985,1,62,ARIZONA
2896,2142,13,67,ARIZONA
2897,2438,15,62,TEXAS
2898,2806,1,62,CALIFORNIA
2899,1934,1,62,ARIZONA
2900,2144,48,62,CALIFORNIA
2901,2438,12,62,TEXAS
2902,10309,1,0,CALIFORNIA
2903,2073,45,9,TEXAS
2904,387,14,62,ARIZONA
2905,387,9,62,ARIZONA
2906,1979,1,62,ARIZONA
2907,387,20,62,ARIZONA
2908,387,23,62,ARIZONA
2909,2142,6,62,ARIZONA
2910,15037,1,0,MICHIGAN
2911,387,1,62,ARIZONA
2912,1560,1,62,MICHIGAN
2913,185,42,9,CALIFORNIA
2914,387,4,62,ARIZONA
2915,2142,4,62,ARIZONA
2916,2438,5,62,TEXAS
2917,387,3,62,ARIZONA
2918,1974,1,9,CALIFORNIA
2919,2438,17,83,TEXAS
2920,2438,6,62,TEXAS
2921,2020,4,62,TEXAS
2922,168,1,62,ARIZONA
2923,2182,2,60,TEXAS
2924,11048,1,0,ARIZONA
2925,1775,1,60,CALIFORNIA
2926,208,14,62,TEXAS
2927,10672,3,0,CALIFORNIA
2928,2972,36,62,TEXAS
2929,1954,1,62,MICHIGAN
2930,2438,11,62,TEXAS
2931,387,23,62,ARIZONA
2932,2312,15,60,ARIZONA
2933,387,14,62,ARIZONA
2934,10462,1,0,FLORIDA
2935,985,10,62,ARIZONA
2936,1691,11,62,ARIZONA
2937,389,1,60,ARIZONA
2938,10671,1,0,ARIZONA
2939,2142,5,62,ARIZONA
2940,387,24,62,ARIZONA
2941,10453,1,0,ARIZONA
2942,110,1,60,TEXAS
2943,655,1,60,TEXAS
2944,1895,1,62,CALIFORNIA
2945,1496,9,62,ARIZONA
2946,2230,5,62,TEXAS
2947,2020,4,62,TEXAS
2948,646,2,62,MICHIGAN
2949,387,20,62,ARIZONA
2950,2142,25,67,ARIZONA
2951,10858,1,0,ARIZONA
2952,387,3,62,ARIZONA
2953,322,7,62,TEXAS
2954,2972,21,62,TEXAS
2955,387,24,62,ARIZONA
2956,1775,31,62,CALIFORNIA
2957,2754,6,62,CALIFORNIA
2958,2791,1,0,ARIZONA
2959,1954,1,62,MICHIGAN
2960,1775,1,60,CALIFORNIA
2961,1691,56,70,ARIZONA
2962,387,9,62,ARIZONA
2963,387,26,62,ARIZONA
2964,185,1,9,CALIFORNIA
2965,1307,2,60,TEXAS
2966,1375,1,83,ARIZONA
2967,387,3,62,ARIZONA
2968,2645,10,62,ARIZONA
2969,387,15,62,ARIZONA
2970,2312,3,62,ARIZONA
2971,11000,1,0,ARIZONA
2972,2149,6,62,TEXAS
2973,2182,2,60,TEXAS
2974,7167,1,0,NEW JERSEY
2975,804,6,62,TEXAS
2976,2142,5,62,ARIZONA
2977,1974,5,9,CALIFORNIA
2978,2749,1,9,TEXAS
2979,2786,14,62,MICHIGAN
2980,2020,4,62,TEXAS
2981,655,41,60,TEXAS
2982,2438,12,62,TEXAS
2983,10225,1,0,MICHIGAN
2984,2230,1,62,TEXAS
2985,1691,11,62,ARIZONA
2986,2037,1,60,ARIZONA
2987,643,1,62,CALIFORNIA
2988,2059,33,62,CALIFORNIA
2989,1775,1,60,CALIFORNIA
2990,208,1,62,TEXAS
2991,1974,1,9,CALIFORNIA
2992,1819,3,70,TEXAS
2993,10672,22,0,CALIFORNIA
2994,1488,1,0,ARIZONA
2995,16081,1,0,ARIZONA
2996,4106,1,0,ARIZONA
2997,2602,1,0,ARIZONA
2998,16281,1,0,ARIZONA
2999,7379,1,0,TEXAS
3000,2182,2,70,TEXAS
3001,387,4,70,ARIZONA
3002,1709,41,62,TEXAS
3003,1934,1,62,ARIZONA
3004,271,1,60,CALIFORNIA
3005,2300,9,9,CALIFORNIA
3006,1297,2,62,CALIFORNIA
3007,2701,2,10,ARIZONA
3008,2142,2,24,ARIZONA
3009,1307,3,70,TEXAS
3010,1375,6,70,ARIZONA
3011,15735,1,0,TEXAS
3012,1043,1,0,  
3013,11037,1,0,ARIZONA
3014,11055,1,0,MICHIGAN
3015,2972,3,66,TEXAS
3016,387,25,66,ARIZONA
3017,1979,1,66,ARIZONA
3018,2486,7,66,TEXAS
3019,2144,72,66,CALIFORNIA
3020,2312,1,66,ARIZONA
3021,2486,1,66,TEXAS
3022,1954,1,8,MICHIGAN
3023,387,3,66,ARIZONA
3024,3909,1,66,MICHIGAN
3025,1895,1,66,CALIFORNIA
3026,387,19,66,ARIZONA
3027,387,5,66,ARIZONA
3028,1954,27,66,MICHIGAN
3029,387,6,66,ARIZONA
3030,2020,4,66,TEXAS
3031,235,1,0,CALIFORNIA
3032,2438,6,66,TEXAS
3033,2020,7,70,TEXAS
3034,2020,75,70,TEXAS
3035,2059,4,70,CALIFORNIA
3036,1891,1,23,TEXAS
3037,110,3,20,TEXAS
3038,2871,3,70,ARIZONA
3039,437,3,20,CALIFORNIA
3040,2438,12,62,TEXAS
3041,2013,1,62,ARIZONA
3042,387,2,62,ARIZONA
3043,10377,1,0,ARIZONA
3044,387,11,62,ARIZONA
3045,2791,1,0,ARIZONA
3046,2142,6,66,ARIZONA
3047,16473,1,0,FLORIDA
3048,2073,86,62,TEXAS
3049,2438,15,66,TEXAS
3050,985,1,66,ARIZONA
3051,1934,1,66,ARIZONA
3052,2486,1,66,TEXAS
3053,2312,12,66,ARIZONA
3054,387,3,66,ARIZONA
3055,1775,41,64,CALIFORNIA
3056,10139,26,0,ARIZONA
3057,387,23,66,ARIZONA
3058,2209,5,64,TEXAS
3059,2438,33,66,TEXAS
3060,1560,1,66,MICHIGAN
3061,2073,45,66,TEXAS
3062,387,24,66,ARIZONA
3063,387,26,66,ARIZONA
3064,1691,14,66,ARIZONA
3065,2312,15,66,ARIZONA
3066,1974,10,64,CALIFORNIA
3067,2914,1,66,CALIFORNIA
3068,3909,1,66,MICHIGAN
3069,643,1,66,CALIFORNIA
3070,2214,7,66,ARIZONA
3071,16337,1,0,ARIZONA
3072,2438,6,66,TEXAS
3073,643,1,66,CALIFORNIA
3074,1496,9,66,ARIZONA
3075,2872,6,66,TEXAS
3076,1709,1,62,TEXAS
3077,2020,3,60,TEXAS
3078,1307,2,60,TEXAS
3079,1145,5,62,TEXAS
3080,387,21,62,ARIZONA
3081,2789,1,66,ARIZONA
3082,2020,24,64,TEXAS
3083,2312,1,66,ARIZONA
3084,2144,71,66,CALIFORNIA
3085,2142,70,66,ARIZONA
3086,387,3,66,ARIZONA
3087,2142,4,66,ARIZONA
3088,1819,11,64,TEXAS
3089,2144,31,66,CALIFORNIA
3090,2144,31,66,CALIFORNIA
3091,2059,33,66,CALIFORNIA
3092,2073,45,66,TEXAS
3093,2073,52,10,TEXAS
3094,2214,3,64,ARIZONA
3095,2013,1,62,ARIZONA
3096,387,13,62,ARIZONA
3097,10225,1,0,MICHIGAN
3098,819,1,0,ARIZONA
3099,2073,4,66,TEXAS
3100,387,6,66,ARIZONA
3101,387,8,66,ARIZONA
3102,387,20,66,ARIZONA
3103,16139,1,0,ARIZONA
3104,16188,1,0,ARIZONA
3105,1752,9,0,ARIZONA
3106,978,1,0,ARIZONA
3107,1360,1,62,ARIZONA
3108,67,1,0,MICHIGAN
3109,2645,10,66,ARIZONA
3110,2438,6,66,TEXAS
3111,387,14,66,ARIZONA
3112,1811,1,66,TEXAS
3113,387,1,66,ARIZONA
3114,387,1,66,ARIZONA
3115,387,17,66,ARIZONA
3116,1819,1,66,TEXAS
3117,387,24,66,ARIZONA
3118,387,6,66,ARIZONA
3119,387,5,62,ARIZONA
3120,2813,3,73,TEXAS
3121,1819,3,70,TEXAS
3122,208,2,70,TEXAS
3123,2872,50,70,TEXAS
3124,364,1,81,TEXAS
3125,2059,18,70,CALIFORNIA
3126,208,2,70,TEXAS
3127,2620,20,62,ARIZONA
3128,1954,1,75,MICHIGAN
3129,1979,1,62,ARIZONA
3130,655,41,60,TEXAS
3131,387,4,70,ARIZONA
3132,75177,1,0,CALIFORNIA
3133,2182,26,70,TEXAS
3134,387,21,70,ARIZONA
3135,2438,6,62,TEXAS
3136,2486,7,62,TEXAS
3137,387,6,70,ARIZONA
3138,75279,1,0,TEXAS
3139,387,20,70,ARIZONA
3140,168,4,70,ARIZONA
3141,2300,18,70,CALIFORNIA
3142,2719,2,75,MICHIGAN
3143,985,14,70,ARIZONA
3144,2438,6,62,TEXAS
3145,1693,1,60,TEXAS
3146,168,1,70,ARIZONA
3147,2620,20,32,ARIZONA
3148,2872,6,75,TEXAS
3149,7331,111,0,GEORGIA
3150,2438,52,62,TEXAS
3151,387,1,70,ARIZONA
3152,75047,1,0,ARIZONA
3153,75169,1,0,MICHIGAN
3154,2144,31,62,CALIFORNIA
3155,2486,4,62,TEXAS
3156,387,3,70,ARIZONA
3157,387,14,70,ARIZONA
3158,2620,20,32,ARIZONA
3159,2142,5,62,ARIZONA
3160,1775,41,60,CALIFORNIA
3161,2144,71,62,CALIFORNIA
3162,1934,1,70,ARIZONA
3163,655,1,60,TEXAS
3164,1819,11,60,TEXAS
3165,804,1,60,TEXAS
3166,387,6,70,ARIZONA
3167,2674,21,60,CALIFORNIA
3168,1375,6,20,ARIZONA
3169,2073,3,20,TEXAS
3170,387,8,66,ARIZONA
3171,804,1,66,TEXAS
3172,387,7,66,ARIZONA
3173,7331,891,9,GEORGIA
3174,387,4,70,ARIZONA
3175,2950,2,9,TEXAS
3176,168,4,62,ARIZONA
3177,11016,1,0,TEXAS
3178,2312,1,60,ARIZONA
3179,646,2,62,MICHIGAN
3180,2438,52,62,TEXAS
3181,15190,1,0,ARIZONA
3182,1691,11,62,ARIZONA
3183,2914,1,62,CALIFORNIA
3184,2196,1,9,CALIFORNIA
3185,2073,45,9,TEXAS
3186,2674,21,60,CALIFORNIA
3187,1693,1,60,TEXAS
3188,3909,1,62,MICHIGAN
3189,2214,7,62,ARIZONA
3190,1709,1,62,TEXAS
3191,168,1,62,ARIZONA
3192,2813,1,60,TEXAS
3193,2312,3,62,ARIZONA
3194,2486,62,62,TEXAS
3195,2142,15,62,ARIZONA
3196,2214,3,62,ARIZONA
3197,387,26,62,ARIZONA
3198,2144,31,62,CALIFORNIA
3199,64,1,62,CALIFORNIA
3200,2749,1,9,TEXAS
3201,387,14,62,ARIZONA
3202,1709,1,62,TEXAS
3203,2144,33,62,CALIFORNIA
3204,1954,1,70,MICHIGAN
3205,3592,1,0,ARIZONA
3206,10624,2,0,TEXAS
3207,4099,1,0,ARIZONA
3208,2791,1,0,ARIZONA
3209,16087,1,0,ARIZONA
3210,10858,1,0,ARIZONA
3211,2791,1,0,ARIZONA
3212,420,1,0,ARIZONA
3213,2059,33,66,CALIFORNIA
3214,1775,7,66,CALIFORNIA
3215,10671,1,0,ARIZONA
3216,2872,1,30,TEXAS
3217,387,2,30,ARIZONA
3218,2620,22,62,ARIZONA
3219,387,6,62,ARIZONA
3220,387,23,62,ARIZONA
3221,2142,5,62,ARIZONA
3222,1775,1,60,CALIFORNIA
3223,2214,7,62,ARIZONA
3224,1709,1,62,TEXAS
3225,387,7,62,ARIZONA
3226,387,8,62,ARIZONA
3227,1811,1,62,TEXAS
3228,2144,33,62,CALIFORNIA
3229,2438,15,62,TEXAS
3230,2438,18,83,TEXAS
3231,1691,73,67,ARIZONA
3232,771,1,62,CALIFORNIA
3233,985,20,62,ARIZONA
3234,2438,23,83,TEXAS
3235,2144,71,62,CALIFORNIA
3236,389,7,83,ARIZONA
3237,2073,64,67,TEXAS
3238,1691,72,67,ARIZONA
3239,387,325,70,ARIZONA
3241,387,21,62,ARIZONA
3242,2359,1,0,MICHIGAN
3243,378,1,0,TEXAS
3244,16143,1,0,ARIZONA
3245,1297,2,66,CALIFORNIA
3246,387,1,66,ARIZONA
3247,2059,33,66,CALIFORNIA
3248,16092,1,0,NEW JERSEY
3249,387,6,66,ARIZONA
3250,804,1,32,TEXAS
3251,387,6,30,ARIZONA
3252,387,23,30,ARIZONA
3253,2438,6,62,TEXAS
3254,2620,20,62,ARIZONA
3255,6782,1,0,TEXAS
3256,5622,81,0,TEXAS
3257,16282,1,0,ARIZONA
3258,337,1,0,CALIFORNIA
3259,5810,1,0,TEXAS
3260,10569,1,0,CALIFORNIA
3261,4091,1,0,ARIZONA
3262,5701,1,0,TEXAS
3263,16282,1,0,  
3264,7379,1,0,TEXAS
3265,16016,1,0,ARIZONA
3266,567,1,0,CALIFORNIA
3267,10687,1,0,ARIZONA
3268,10221,1,0,ARIZONA
3269,1614,1,0,  
3270,16473,1,0,FLORIDA
3271,5530,1,0,TEXAS
3272,10718,1,0,ARIZONA
3273,552,1,0,CALIFORNIA
3274,6280,1,0,TEXAS
3275,5561,1,0,TEXAS
3276,2300,19,18,CALIFORNIA
3277,271,2,70,CALIFORNIA
3278,10769,1,0,ARIZONA
3279,6659,1,0,TEXAS
3280,15675,1,0,  
3281,1107,1,0,CALIFORNIA
3282,10617,1,0,CALIFORNIA
3283,2472,1,0,FLORIDA
3284,10622,1,0,ARIZONA
3285,10249,1,0,CALIFORNIA
3286,1775,7,62,CALIFORNIA
3287,2666,1,62,CALIFORNIA
3288,2438,11,62,TEXAS
3289,1871,6,70,ARIZONA
3290,1691,11,62,ARIZONA
3291,985,20,62,ARIZONA
3292,2438,11,62,TEXAS
3293,1934,1,62,ARIZONA
3294,985,17,62,ARIZONA
3295,387,56,70,ARIZONA
3296,2144,73,62,CALIFORNIA
3297,2214,1,70,ARIZONA
3298,2701,11,9,ARIZONA
3299,2701,1,62,ARIZONA
3300,2020,30,60,TEXAS
3301,1691,6,83,ARIZONA
3302,2438,42,67,TEXAS
3303,2061,7,62,TEXAS
3304,2230,1,65,TEXAS
3305,2666,9,85,CALIFORNIA
3306,387,14,65,ARIZONA
3307,10952,1,0,MICHIGAN
3308,1496,2,70,ARIZONA
3309,2194,1,0,ARIZONA
3310,387,1,65,ARIZONA
3311,1164,1,0,ARIZONA
3312,643,1,65,CALIFORNIA
3313,3906,46,62,MICHIGAN
3314,6867,1,0,TEXAS
3315,1775,7,62,CALIFORNIA
3316,387,10,65,ARIZONA
3317,1627,1,0,ARIZONA
3318,2914,72,81,CALIFORNIA
3319,2438,6,64,TEXAS
3320,2645,10,62,ARIZONA
3321,11055,1,0,MICHIGAN
3322,1560,1,62,MICHIGAN
3323,437,1,66,CALIFORNIA
3324,2142,2,24,ARIZONA
3325,1307,3,70,TEXAS
3326,1560,1,62,MICHIGAN
3327,2972,21,62,TEXAS
3328,2230,2,11,TEXAS
3330,2230,5,64,TEXAS
3331,2486,1,64,TEXAS
3332,2013,1,64,ARIZONA
3333,1496,9,64,ARIZONA
3334,11789,1,0,ARIZONA
3335,2073,61,64,TEXAS
3336,387,23,64,ARIZONA
3337,3911,2,64,MICHIGAN
3338,2059,33,64,CALIFORNIA
3339,1775,31,64,CALIFORNIA
3340,2312,12,64,ARIZONA
3341,3911,2,64,MICHIGAN
3342,1954,1,64,MICHIGAN
3343,2674,21,64,CALIFORNIA
3344,2950,2,64,TEXAS
3345,1709,41,64,TEXAS
3346,2059,6,64,CALIFORNIA
3347,11001,1,0,TEXAS
3348,387,24,64,ARIZONA
3349,1891,2,64,TEXAS
3350,883,1,64,TEXAS
3351,2806,1,64,CALIFORNIA
3352,2144,72,64,CALIFORNIA
3353,185,42,64,CALIFORNIA
3354,2620,18,64,ARIZONA
3355,2142,4,64,ARIZONA
3356,2144,71,64,CALIFORNIA
3357,410,1,64,TEXAS
3358,2701,1,64,ARIZONA
3359,2144,33,64,CALIFORNIA
3360,12001,1,0,ARIZONA
3361,10612,1,0,ARIZONA
3362,168,4,64,ARIZONA
3363,1891,2,64,TEXAS
3364,1691,11,64,ARIZONA
3365,387,26,64,ARIZONA
3366,2144,31,64,CALIFORNIA
3367,2144,31,64,CALIFORNIA
3368,271,22,62,CALIFORNIA
3369,2914,47,62,CALIFORNIA
3370,985,20,62,ARIZONA
3371,2789,1,60,ARIZONA
3372,387,23,62,ARIZONA
3373,2142,5,62,ARIZONA
3374,2073,4,65,TEXAS
3375,16473,1,0,FLORIDA
3376,2144,48,62,CALIFORNIA
3377,387,1,62,ARIZONA
3378,10672,1,0,CALIFORNIA
3379,2144,33,62,CALIFORNIA
3380,2972,36,62,TEXAS
3381,387,14,62,ARIZONA
3382,387,22,62,ARIZONA
3383,387,7,62,ARIZONA
3384,10572,1,0,TEXAS
3385,1496,9,62,ARIZONA
3386,110,1,65,TEXAS
3387,2142,5,62,ARIZONA
3388,387,3,65,ARIZONA
3389,2182,2,60,TEXAS
3390,2214,7,62,ARIZONA
3391,387,11,62,ARIZONA
3392,2674,21,60,CALIFORNIA
3393,1283,1,0,ARIZONA
3394,1974,10,9,CALIFORNIA
3395,387,22,62,ARIZONA
3396,985,1,62,ARIZONA
3397,1691,1,62,ARIZONA
3398,2142,15,62,ARIZONA
3399,1954,1,62,MICHIGAN
3400,2312,6,20,ARIZONA
3401,271,2,70,CALIFORNIA
3402,2144,31,62,CALIFORNIA
3403,3225,1,0,ARIZONA
3404,2754,7,70,CALIFORNIA
3405,2786,6,20,MICHIGAN
3406,1307,3,70,TEXAS
3407,387,3,66,ARIZONA
3408,7331,3,66,FLORIDA
3409,2914,1,66,CALIFORNIA
3410,2002,1,66,FLORIDA
3411,2438,6,66,TEXAS
3412,2142,3,24,ARIZONA
3413,804,6,62,TEXAS
3414,387,6,62,ARIZONA
3415,2144,71,62,CALIFORNIA
3416,2759,1,9,CALIFORNIA
3417,1775,1,60,CALIFORNIA
3418,1775,41,60,CALIFORNIA
3420,1954,31,62,MICHIGAN
3421,1869,5,60,CALIFORNIA
3422,2061,7,62,TEXAS
3423,2113,1,60,TEXAS
3424,2312,1,60,ARIZONA
3425,2059,19,62,CALIFORNIA
3426,2014,12,60,TEXAS
3427,2438,6,62,TEXAS
3428,985,24,62,ARIZONA
3429,3911,2,60,MICHIGAN
3430,1979,2,62,ARIZONA
3431,387,19,62,ARIZONA
3432,387,11,62,ARIZONA
3433,389,1,60,ARIZONA
3434,10670,1,0,CALIFORNIA
3435,15026,1,0,MICHIGAN
3436,387,9,62,ARIZONA
3437,387,23,62,ARIZONA
3438,2749,1,9,TEXAS
3439,389,1,60,ARIZONA
3440,2486,7,62,TEXAS
3441,2300,8,20,CALIFORNIA
3442,2312,15,60,ARIZONA
3443,15093,1,0,CALIFORNIA
3444,985,3,67,ARIZONA
3445,2142,22,67,ARIZONA
3446,2438,25,83,TEXAS
3447,387,60,70,ARIZONA
3448,3906,15,83,MICHIGAN
3449,2020,92,60,TEXAS
3450,2073,23,67,TEXAS
3451,1775,8,83,CALIFORNIA
3452,1307,2,60,TEXAS
3453,2194,1,0,ARIZONA
3454,643,1,62,CALIFORNIA
3455,804,6,62,TEXAS
3456,387,1,62,ARIZONA
3457,7331,381,9,GEORGIA
3458,7331,111,0,GEORGIA
3459,11006,1,0,TEXAS
3460,2142,6,61,ARIZONA
3461,410,1,61,TEXAS
3462,6759,1,0,TEXAS
3463,1819,3,70,TEXAS
3464,2020,34,82,TEXAS
3465,1984,1,0,ARIZONA
3466,387,10,62,ARIZONA
3467,2620,21,66,ARIZONA
3468,2806,1,66,CALIFORNIA
3469,7300,1,0,TEXAS
3470,15735,1,0,TEXAS
3471,16487,1,0,TEXAS
3472,5522,1,0,TEXAS
3473,11011,4,0,ARIZONA
3474,10617,1,0,CALIFORNIA
3475,1212,1,0,CALIFORNIA
3476,84,1,0,MICHIGAN
3477,5622,4,0,TEXAS
3478,4083,4,0,ARIZONA
3479,2194,1,0,ARIZONA
3480,10868,1,0,TEXAS
3481,11011,5,0,ARIZONA
3482,16016,1,0,ARIZONA
3483,10945,1,0,ARIZONA
3484,891,1,0,ARIZONA
3485,16282,1,0,ARIZONA
3486,6743,1,0,  
3487,4096,1,0,ARIZONA
3488,5622,4,0,TEXAS
3489,4091,1,0,ARIZONA
3490,4098,1,0,ARIZONA
3491,10615,1,0,CALIFORNIA
3492,380,1,0,TEXAS
3493,10625,1,0,TEXAS
3494,10517,1,0,GEORGIA
3495,766,1,0,ARIZONA
3496,567,1,0,CALIFORNIA
3497,1043,1,0,CALIFORNIA
3498,627,1,0,CALIFORNIA
3499,11027,1,0,ARIZONA
3500,5622,4,0,TEXAS
3501,4096,1,0,ARIZONA
3502,7379,1,0,TEXAS
3503,2472,1,0,FLORIDA
3504,1351,1,0,GEORGIA
3505,5810,1,0,TEXAS
3506,10654,1,0,MICHIGAN
3507,4106,1,0,ARIZONA
3508,10368,1,0,TEXAS
3509,10368,1,0,TEXAS
3510,88,1,0,ARIZONA
3511,386,1,0,TEXAS
3512,6625,1,0,TEXAS
3513,10718,1,0,ARIZONA
3514,567,1,0,CALIFORNIA
3515,5522,1,0,TEXAS
3516,4115,1,0,ARIZONA
3517,382,2,0,TEXAS
3518,10878,1,0,TEXAS
3519,552,1,0,CALIFORNIA
3520,1640,1,0,CALIFORNIA
3521,11011,5,0,ARIZONA
3522,1174,1,0,CALIFORNIA
3523,2472,1,0,FLORIDA
3524,382,2,0,TEXAS
3525,4084,1,0,ARIZONA
3526,15778,1,0,ARIZONA
3527,4190,1,0,TEXAS
3528,10858,1,0,ARIZONA
3529,10221,1,0,ARIZONA
3530,91,1,0,CALIFORNIA
3531,5747,1,0,TEXAS
3532,2194,1,0,ARIZONA
3533,7379,1,0,TEXAS
3534,6993,1,0,TEXAS
3535,552,1,0,CALIFORNIA
3536,7167,1,0,NEW JERSEY
3537,2346,1,0,ARIZONA
3538,2359,1,0,MICHIGAN
3539,402,1,0,TEXAS
3540,10769,1,0,ARIZONA
3541,10618,1,0,ARIZONA
3542,6782,1,0,  
3543,10623,1,0,ARIZONA
3544,891,1,0,  
3545,1,1,0,CALIFORNIA
3546,2174,1,0,ARIZONA
3547,4507,1,0,ARIZONA
3548,16139,2,0,ARIZONA
3549,10622,1,0,ARIZONA
3550,4083,1,0,ARIZONA
3551,2472,1,0,FLORIDA
3552,1662,1,0,ARIZONA
3553,4083,1,0,ARIZONA
3554,4505,1,0,ARIZONA
3555,10619,1,0,ARIZONA
3556,2474,1,0,ARIZONA
3557,4102,1,0,ARIZONA
3558,2082,1,0,ARIZONA
3559,6997,1,0,TEXAS
3560,381,1,0,TEXAS
3561,161,1,0,CALIFORNIA
3562,6275,1,0,TEXAS
3563,4103,1,0,ARIZONA
3564,16259,1,0,ARIZONA
3565,10225,1,0,MICHIGAN
3566,2474,1,0,ARIZONA
3567,16261,2,0,ARIZONA
3568,1574,1,0,CALIFORNIA
3569,15755,1,0,ARIZONA
3570,4007,1,0,TEXAS
3571,6663,1,0,TEXAS
3572,1194,1,0,OHIO
3573,10000,1,0,CALIFORNIA
3574,2472,1,0,FLORIDA
3575,10309,1,0,CALIFORNIA
3576,6613,1,0,TEXAS
3577,6205,1,0,TEXAS
3578,1152,1,0,CALIFORNIA
3579,1984,22,0,ARIZONA
3580,6999,1,0,TEXAS
3581,694,1,0,  
3582,15165,1,0,CALIFORNIA
3583,7300,1,0,  
3584,1954,1,62,MICHIGAN
3585,1145,3,62,TEXAS
3586,2142,70,62,ARIZONA
3587,387,22,62,ARIZONA
3588,2312,15,60,ARIZONA
3589,2438,15,62,TEXAS
3590,4959,4,62,CALIFORNIA
3591,387,10,62,ARIZONA
3592,387,10,62,ARIZONA
3593,567,1,0,CALIFORNIA
3594,16473,1,0,FLORIDA
3595,2472,1,0,FLORIDA
3596,5849,1,0,TEXAS
3597,7300,1,0,TEXAS
3598,10525,1,0,ARIZONA
3599,1196,1,0,ARIZONA
3600,6993,1,0,TEXAS
3601,4084,1,0,ARIZONA
3602,1152,1,0,CALIFORNIA
3603,84,1,0,MICHIGAN
3604,11018,1,0,ARIZONA
3605,10776,1,0,ARIZONA
3606,4083,4,0,ARIZONA
3607,10688,1,0,TEXAS
3608,10672,22,0,CALIFORNIA
3609,4099,1,0,ARIZONA
3610,161,1,0,CALIFORNIA
3611,10632,1,0,ARIZONA
3612,1629,1,0,FLORIDA
3613,10945,1,0,ARIZONA
3614,6625,1,0,TEXAS
3615,15098,1,0,TEXAS
3616,6764,1,0,TEXAS
3617,1283,1,0,ARIZONA
3618,4091,1,0,ARIZONA
3619,10000,1,0,CALIFORNIA
3620,5934,1,0,TEXAS
3621,2194,1,0,ARIZONA
3622,6613,1,0,TEXAS
3623,1073,1,0,ARIZONA
3624,4107,1,0,ARIZONA
3625,4084,1,0,ARIZONA
3626,7167,1,0,NEW JERSEY
3627,248,1,0,CALIFORNIA
3628,10221,1,0,ARIZONA
3629,10632,1,0,ARIZONA
3630,10625,1,0,TEXAS
3631,2472,1,0,FLORIDA
3632,4106,1,0,ARIZONA
3633,10140,13,0,ARIZONA
3634,1662,1,0,ARIZONA
3635,230,2,0,CALIFORNIA
3636,10276,1,0,ARIZONA
3637,382,1,0,TEXAS
3638,11012,1,0,ARIZONA
3639,1488,1,0,ARIZONA
3640,10632,1,0,ARIZONA
3641,2359,1,0,MICHIGAN
3642,10512,1,0,GEORGIA
3643,5522,1,0,TEXAS
3644,4115,1,0,ARIZONA
3645,627,1,0,CALIFORNIA
3646,10622,1,0,ARIZONA
3647,10983,1,0,CALIFORNIA
3648,4113,1,0,ARIZONA
3649,5625,1,0,TEXAS
3650,6625,1,0,TEXAS
3651,2082,1,0,ARIZONA
3652,7379,1,0,  
3653,2472,1,0,FLORIDA
3654,10688,1,0,TEXAS
3655,16081,1,0,ARIZONA
3656,2238,1,0,TEXAS
3657,10368,1,0,TEXAS
3658,4102,1,0,ARIZONA
3659,4084,1,0,ARIZONA
3660,16281,1,0,ARIZONA
3661,10681,1,0,ARIZONA
3662,2205,1,0,TEXAS
3663,15621,1,0,ARIZONA
3664,10672,22,0,CALIFORNIA
3665,10387,1,0,  
3666,11011,4,0,ARIZONA
3667,10140,16,0,MICHIGAN
3668,151,1,0,CALIFORNIA
3669,2472,1,0,FLORIDA
3670,4514,1,0,ARIZONA
3671,5622,4,0,TEXAS
3672,15621,1,0,ARIZONA
3673,6275,1,0,  
3674,5530,1,0,TEXAS
3675,1159,1,0,ARIZONA
3676,4191,1,0,TEXAS
3677,15962,2,0,CALIFORNIA
3678,10625,1,0,TEXAS
3679,10688,1,0,TEXAS
3680,530,1,0,FLORIDA
3681,2082,1,0,ARIZONA
3682,5934,1,0,TEXAS
